o@id,o@url,o@price,o@avail,o@set,o@weight,o@basket,o@stock,o_cat,o_name,o_desc,o_imgs_main@url,o_attrs_a@name,o_attrs_a
905,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-pingwiny-seria-4szt.html,24.9,1,0,0,1,75,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper Pingwiny seria 4szt,Zapalniczka Clipper,https://konopnysklep.com.pl/7771-large_default/zapalniczka-clipper-pingwiny-seria-4szt.jpg,Producent,Clipper
906,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-hartz4.html,4.99,1,0,0,1,95,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper Hartz4,Zapalniczka Clipper model Hart,https://konopnysklep.com.pl/2864-large_default/zapalniczka-clipper-hartz4.jpg,Producent,Clipper
907,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-lockdown-mood-seria-4szt.html,24.9,1,0,0,1,86,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper Lockdown mood seria 4szt,Zapalniczka Clipper Lockdown mood,https://konopnysklep.com.pl/7761-large_default/zapalniczka-clipper-lockdown-mood-seria-4szt.jpg,Producent,Clipper
908,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-leaves-38.html,24.9,1,0,0,1,35,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper Leaves 38 seria 4szt,Zapalniczka Clipper,https://konopnysklep.com.pl/7762-large_default/zapalniczka-clipper-leaves-38.jpg,Producent,Clipper
909,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-420-mix-seria-4szt.html,24.9,1,0,0,1,59,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper 420 Mix seria 4szt,Zapalniczka Clipper Zapalniczka Clipper 420 Mix,https://konopnysklep.com.pl/7763-large_default/zapalniczka-clipper-420-mix-seria-4szt.jpg,Producent,Clipper
910,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-mix-slogan-seria-4sz.html,24.9,1,0,0,1,40,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper Mix Slogan seria 4sz,Zapalniczka Clipper,https://konopnysklep.com.pl/7772-large_default/zapalniczka-clipper-mix-slogan-seria-4sz.jpg,Producent,Clipper
911,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-pink-leaves.html,4.99,1,0,0,1,29,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper Pink Leaves,Zapalniczka Clipper,https://konopnysklep.com.pl/2874-large_default/zapalniczka-clipper-pink-leaves.jpg,Producent,Clipper
912,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-weed-statements-seria-4szt.html,24.9,1,0,0,1,18,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper Weed Statements seria 4szt,Zapalniczka Clipper,https://konopnysklep.com.pl/7764-large_default/zapalniczka-clipper-weed-statements-seria-4szt.jpg,Producent,Clipper
914,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-retro-wave-seria-4szt.html,24.9,1,0,0,1,83,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper Retro wave seria 4szt,Zapalniczka Clipper,https://konopnysklep.com.pl/7773-large_default/zapalniczka-clipper-retro-wave-seria-4szt.jpg,Producent,Clipper
915,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-cartoon-hands-seria-4szt.html,24.9,1,0,0,1,86,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper CARTOON HANDS seria 4szt,Zapalniczka Clipper,https://konopnysklep.com.pl/7775-large_default/zapalniczka-clipper-cartoon-hands-seria-4szt.jpg,Producent,Clipper
916,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-zombie-food-seria-4szt.html,24.9,1,0,0,1,86,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper Zombie Food seria 4szt,Zapalniczka Clipper,https://konopnysklep.com.pl/7774-large_default/zapalniczka-clipper-zombie-food-seria-4szt.jpg,Producent,Clipper
917,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-monkeys-seria-4szt.html,24.9,1,0,0,1,82,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper Monkeys seria 4szt,Zapalniczka Clipper,https://konopnysklep.com.pl/7776-large_default/zapalniczka-clipper-monkeys-seria-4szt.jpg,Producent,Clipper
919,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-geishas-2-seria-4szt.html,24.9,1,0,0,1,48,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper Geishas 2 seria 4szt,Zapalniczka Clipper Geishas 2,https://konopnysklep.com.pl/7779-large_default/zapalniczka-clipper-geishas-2-seria-4szt.jpg,Producent,Clipper
920,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-barbershop-seria-4szt.html,24.9,1,0,0,1,98,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper Barbershop seria 4szt,Zapalniczka Clipper Barbershop,https://konopnysklep.com.pl/7778-large_default/zapalniczka-clipper-barbershop-seria-4szt.jpg,Producent,Clipper
923,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-clipperman-1-seria-4szt.html,24.9,1,0,0,1,30,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper Clipperman 1 seria 4szt,Zapalniczka Clipper Clipperman 1,https://konopnysklep.com.pl/7780-large_default/zapalniczka-clipper-clipperman-1-seria-4szt.jpg,Producent,Clipper
925,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-affen-seria-4szt.html,24.9,1,0,0,1,18,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper Affen seria 4szt,Zapalniczka Clipper Affen,https://konopnysklep.com.pl/7765-large_default/zapalniczka-clipper-affen-seria-4szt.jpg,Producent,Clipper
926,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-slogan-32-seria-4szt.html,24.9,1,0,0,1,9,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper Slogan 32 seria 4szt,Zapalniczka Clipper Slogan 32,https://konopnysklep.com.pl/7770-large_default/zapalniczka-clipper-slogan-32-seria-4szt.jpg,Producent,Clipper
928,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-slogan-33-seria-4szt.html,24.9,1,0,0,1,16,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper Slogan 33 seria 4szt,Zapalniczka Clipper Slogan 33,https://konopnysklep.com.pl/7769-large_default/zapalniczka-clipper-slogan-33-seria-4szt.jpg,Producent,Clipper
930,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-clubkatzen-seria-4szt.html,24.9,1,0,0,1,31,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper CLUBKATZEN seria 4szt,Zapalniczka Clipper CLUBKATZEN,https://konopnysklep.com.pl/7768-large_default/zapalniczka-clipper-clubkatzen-seria-4szt.jpg,Producent,Clipper
934,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-mix-slogan-seria-4szt.html,24.9,1,0,0,1,30,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper Mix Slogan seria 4szt,Zapalniczka Clipper Mix Slogan seria 4szt,https://konopnysklep.com.pl/7767-large_default/zapalniczka-clipper-mix-slogan-seria-4szt.jpg,Producent,Clipper
935,https://konopnysklep.com.pl/akcesoria/zapalniczka-clipper-mandalas-leaves-seria-4szt.html,24.9,1,0,0,1,10,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka Clipper Mandalas Leaves seria 4szt,Zapalniczka Clipper Mandalas Leaves,https://konopnysklep.com.pl/7766-large_default/zapalniczka-clipper-mandalas-leaves-seria-4szt.jpg,Producent,Clipper
946,https://konopnysklep.com.pl/wsparcie-terapii/maseczka-ochronna-trojwarstwowa-1-sztuka.html,3.9,1,0,0,1,487,Wsparcie Terapii,Maseczka ochronna trójwarstwowa 1 sztuka,"Maseczka ochronna trójwarstwowa 1 sztuka

ertyfikat CE",https://konopnysklep.com.pl/2952-large_default/maseczka-ochronna-trojwarstwowa-1-sztuka.jpg,,
947,https://konopnysklep.com.pl/bibulki/filtr-z-weglem-aktywnym-actitube-100szt.html,43,1,0,0,1,224,"Akcesoria do waporyzatorów, Waporyzacji i Palenia/Bibułki",Filtr z węglem aktywnym „actiTube” 100szt,Filtr z węglem aktywnym,https://konopnysklep.com.pl/2954-large_default/filtr-z-weglem-aktywnym-actitube-100szt.jpg,Producent,actiTube
950,https://konopnysklep.com.pl/bibulki/bletki-bibulki-smakowe-juicy-jay-s-mello-mango.html,6,1,0,0,1,5453,"Akcesoria do waporyzatorów, Waporyzacji i Palenia/Bibułki",Bletki bibułki smakowe Juicy Jay's Mello Mango,Bibułki smakowe,https://konopnysklep.com.pl/2964-large_default/bletki-bibulki-smakowe-juicy-jay-s-mello-mango.jpg,,
951,https://konopnysklep.com.pl/bibulki/bletki-bibulki-smakowe-juicy-jay-s-cotton-candy.html,6,1,0,0,1,1325,"Akcesoria do waporyzatorów, Waporyzacji i Palenia/Bibułki",Bletki bibułki smakowe Juicy Jay's COTTON CANDY,Bibułki smakowe,https://konopnysklep.com.pl/2966-large_default/bletki-bibulki-smakowe-juicy-jay-s-cotton-candy.jpg,,
952,https://konopnysklep.com.pl/bibulki/bletki-bibulki-smakowe-juicy-jay-s-jamaican-rum.html,6,1,0,0,1,7027,"Akcesoria do waporyzatorów, Waporyzacji i Palenia/Bibułki",Bletki bibułki smakowe Juicy Jay's JAMAICAN RUM,Bibułki smakowe,https://konopnysklep.com.pl/2968-large_default/bletki-bibulki-smakowe-juicy-jay-s-jamaican-rum.jpg,,
953,https://konopnysklep.com.pl/bibulki/bletki-bibulki-smakowe-juicy-jay-s-liquorice.html,6,1,0,0,1,15,"Akcesoria do waporyzatorów, Waporyzacji i Palenia/Bibułki",Bletki bibułki smakowe Juicy Jay's LIQUORICE,Bibułki smakowe,https://konopnysklep.com.pl/2970-large_default/bletki-bibulki-smakowe-juicy-jay-s-liquorice.jpg,,
959,https://konopnysklep.com.pl/akcesoria/tacka-na-ziola-propaganja-275x175cm.html,35,1,0,0,1,9,"Akcesoria do waporyzatorów, Waporyzacji i Palenia","Tacka na zioła Propaganja 27,5x17,5cm",Tacka metalowa,https://konopnysklep.com.pl/2989-large_default/tacka-na-ziola-propaganja-275x175cm.jpg,,
961,https://konopnysklep.com.pl/akcesoria/tacka-na-ziola-420-aliens-275x175cm.html,35,1,0,0,1,16,"Akcesoria do waporyzatorów, Waporyzacji i Palenia","Tacka na zioła 420 Aliens 27,5x17,5cm",Tacka metalowa,https://konopnysklep.com.pl/2993-large_default/tacka-na-ziola-420-aliens-275x175cm.jpg,,
977,https://konopnysklep.com.pl/akcesoria/zapasowy-ustnik-szklany-solo-2-air-2.html,35,1,0,0,1,66,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapasowy ustnik szklany Solo 2 / Air 2,Zapasowy ustnik,https://konopnysklep.com.pl/3032-large_default/zapasowy-ustnik-szklany-solo-2-air-2.jpg,Producent,Fenix
979,https://konopnysklep.com.pl/akcesoria/solo-air-bubbler.html,49,1,0,0,1,254,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Solo / Air bubbler,bubbler do waporyzatora przenośnego,https://konopnysklep.com.pl/4202-large_default/solo-air-bubbler.jpg,,
980,https://konopnysklep.com.pl/akcesoria/kapsulka-dozujaca-do-suszu-cbd-do-fenix-mini-pro.html,15,1,0,0,1,171,"Akcesoria do waporyzatorów, Waporyzacji i Palenia","Kapsułka dozująca do suszu CBD do Fenix mini, pro",Części zamienne do fenixa,https://konopnysklep.com.pl/3038-large_default/kapsulka-dozujaca-do-suszu-cbd-do-fenix-mini-pro.jpg,Producent,Fenix
990,https://konopnysklep.com.pl/wsparcie-terapii/boveda-regulator-wilgotnosci-58-8g.html,5.99,1,0,0,1,135,Wsparcie Terapii,Boveda regulator wilgotności 58% 8g,Boveda regulator wilgotności,https://konopnysklep.com.pl/3065-large_default/boveda-regulator-wilgotnosci-58-8g.jpg,Producent,Boveda
993,https://konopnysklep.com.pl/wsparcie-terapii/boveda-regulator-wilgotnosci-62-4g.html,4.99,1,0,0,1,51,Wsparcie Terapii,Boveda regulator wilgotności 62% 4g,Boveda regulator wilgotności,https://konopnysklep.com.pl/3071-large_default/boveda-regulator-wilgotnosci-62-4g.jpg,Producent,Boveda
1047,https://konopnysklep.com.pl/akcesoria/tacka-metalowa-girl-duza-dl-27cm-szer-16-cm.html,35,1,0,0,1,4,"Akcesoria do waporyzatorów, Waporyzacji i Palenia","Tacka na zioła 420 Girl 1/4 (dł. 27,5cm / szer. 17,5 cm)","Tacka na zioła 420 Girl 1/4 (dł. 27,5cm / szer. 17,5 cm)",https://konopnysklep.com.pl/7503-large_default/tacka-metalowa-girl-duza-dl-27cm-szer-16-cm.jpg,,
1115,https://konopnysklep.com.pl/akcesoria/flowermate-v5-nano-adapter.html,39,1,0,0,1,100,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Flowermate V5 nano adapter,adapter do waporyzatora flowermate,https://konopnysklep.com.pl/3350-large_default/flowermate-v5-nano-adapter.jpg,,
1117,https://konopnysklep.com.pl/akcesoria/flowermate-v5-nano-ceramiczny-dozownik.html,39,1,0,0,1,1,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Flowermate V5 Nano ceramiczny dozownik,ceramiczny loading cap,https://konopnysklep.com.pl/3354-large_default/flowermate-v5-nano-ceramiczny-dozownik.jpg,Producent,Fenix
1118,https://konopnysklep.com.pl/akcesoria/flowermate-aura-zapasowy-ustnik.html,35,1,0,0,1,92,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Flowermate AURA zapasowy ustnik,aura mouthpiece,https://konopnysklep.com.pl/3356-large_default/flowermate-aura-zapasowy-ustnik.jpg,Producent,Fenix
1121,https://konopnysklep.com.pl/akcesoria/kapsulka-dozujaca-do-olejkow-i-woskow-flowermate.html,25,1,0,0,1,99,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Kapsułka dozująca do olejków i wosków flowermate,Części zamienne do flowermate,https://konopnysklep.com.pl/3361-large_default/kapsulka-dozujaca-do-olejkow-i-woskow-flowermate.jpg,Producent,Fenix
1146,https://konopnysklep.com.pl/bibulki/filterki-z-weglem-aktywnym-actitube-slim-50-sztuk.html,29,1,0,0,1,768,"Akcesoria do waporyzatorów, Waporyzacji i Palenia/Bibułki",Filterki z węglem aktywnym actiTube SLIM 50 sztuk,Filtr z węglem aktywnym slim,https://konopnysklep.com.pl/3435-large_default/filterki-z-weglem-aktywnym-actitube-slim-50-sztuk.jpg,Producent,actiTube
1148,https://konopnysklep.com.pl/akcesoria/nabijarka-tlokowa-ocb-mikromatic-duo.html,159,1,0,0,1,55,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Nabijarka tłokowa OCB Mikromatic Duo,Nabijarka tłokowa do papierosów OCB Mikromatic Duo,https://konopnysklep.com.pl/3441-large_default/nabijarka-tlokowa-ocb-mikromatic-duo.jpg,,
1149,https://konopnysklep.com.pl/akcesoria/stojak-podstawka-do-waporyzatora-mighty.html,39,1,0,0,1,62,"Akcesoria do waporyzatorów, Waporyzacji i Palenia","Stojak, podstawka do waporyzatora Mighty","stojak, podstawka",https://konopnysklep.com.pl/3444-large_default/stojak-podstawka-do-waporyzatora-mighty.jpg,,
1157,https://konopnysklep.com.pl/akcesoria/zapasowy-ustnik-do-solo-2-i-air-2-115mm.html,35,1,0,0,1,96,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapasowy ustnik do Solo 2 i Air 2 115mm,Zapasowy zakrzywiony ustnik do Solo 2 i Air 2 - 115mm,https://konopnysklep.com.pl/3460-large_default/zapasowy-ustnik-do-solo-2-i-air-2-115mm.jpg,,
1160,https://konopnysklep.com.pl/kosmetyki/olejek-do-ciala-300mg-cbd-30ml.html,89,1,0,0,1,5,Kosmetyki konopne,Olejek do ciała 300mg CBD 30ml,Olejek do ciała 300mg CBD 30ml,https://konopnysklep.com.pl/3479-large_default/olejek-do-ciala-300mg-cbd-30ml.jpg,Producent,Konopnysklep
1174,https://konopnysklep.com.pl/akcesoria/zapalniczka-stalowa-psychedelic-clipperetui.html,49,1,0,0,1,90,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka stalowa PSYCHEDELIC Clipper+etui,Zapalniczka Clipper + etui ochronne w zestawie,https://konopnysklep.com.pl/3545-large_default/zapalniczka-stalowa-psychedelic-clipperetui.jpg,Producent,Clipper
1175,https://konopnysklep.com.pl/akcesoria/zapalniczka-stalowa-unicorn-clipperetui.html,49,1,0,0,1,4,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zapalniczka stalowa UNICORN Clipper+etui,Zapalniczka Clipper + etui ochronne w zestawie,https://konopnysklep.com.pl/3549-large_default/zapalniczka-stalowa-unicorn-clipperetui.jpg,Producent,Clipper
1180,https://konopnysklep.com.pl/akcesoria/tacka-metalowa-hamsa-blue-27-na-16cm.html,29,1,0,0,1,6,"Akcesoria do waporyzatorów, Waporyzacji i Palenia","Tacka metalowa Amnesia Haze - 27,5 x 17,5 cm",Tacka metalowa Amnesia haze,https://konopnysklep.com.pl/6759-large_default/tacka-metalowa-hamsa-blue-27-na-16cm.jpg,,
1199,https://konopnysklep.com.pl/akcesoria/powermatic-mini-nabijarka-tlokowa.html,69,1,0,0,1,82,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Powermatic mini nabijarka tłokowa,Nabijarka tłokowa powermatic mini,https://konopnysklep.com.pl/3606-large_default/powermatic-mini-nabijarka-tlokowa.jpg,,
1201,https://konopnysklep.com.pl/akcesoria/powermatic-ii-nabijarka-elektryczna.html,359,1,0,0,1,69,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",POWERMATIC II+ nabijarka elektryczna,POWERMATIC II+ nabijarka elektryczna,https://konopnysklep.com.pl/3610-large_default/powermatic-ii-nabijarka-elektryczna.jpg,,
1203,https://konopnysklep.com.pl/wsparcie-terapii/boveda-regulator-wilgotnosci-58-67g.html,24.99,1,0,0,1,784,Wsparcie Terapii,Boveda regulator wilgotności 58% 67g,Boveda regulator wilgotności,https://konopnysklep.com.pl/3616-large_default/boveda-regulator-wilgotnosci-58-67g.jpg,Producent,Boveda
1206,https://konopnysklep.com.pl/akcesoria/mightycrafty-bubbler.html,59,1,0,0,1,63,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Mighty/Crafty Bubbler,Bubbler,https://konopnysklep.com.pl/3654-large_default/mightycrafty-bubbler.jpg,,
1207,https://konopnysklep.com.pl/akcesoria/prosty-bubbler-klasyczny-do-dynavap-vapcap.html,49,1,0,0,1,29,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Prosty bubbler klasyczny do dynavap vapcap,Bubbler,https://konopnysklep.com.pl/3656-large_default/prosty-bubbler-klasyczny-do-dynavap-vapcap.jpg,,
1208,https://konopnysklep.com.pl/akcesoria/zakrzywiony-bubbler-do-dynavap-vapcap.html,49,1,0,0,1,94,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Zakrzywiony bubbler do dynavap vapcap,Bubbler,https://konopnysklep.com.pl/3658-large_default/zakrzywiony-bubbler-do-dynavap-vapcap.jpg,,
1209,https://konopnysklep.com.pl/olej-cbd/pasta-konopna-30-cbd-10g-3000mg.html,699,1,0,0,1,72,Olej CBD,PASTA KONOPNA 30% CBD 10G 3000mg,"PASTA KONOPNA 30% CBD 10G 3000mg

Pasta CBD to bardzo czysty i organiczny olej CBD. Ekstrakcja za pomocą CO2 gwarantuje najwyższą i nieskazitelną jakość produktu.

Oryginalny i certyfikowany preparat.",https://konopnysklep.com.pl/3663-large_default/pasta-konopna-30-cbd-10g-3000mg.jpg,Zawartość CBDA | Zawartość CBD | Producent,Tak | 30% | Konopnysklep
1210,https://konopnysklep.com.pl/olej-cbd/pasta-konopna-20-cbd-10g-2000mg.html,449,1,0,0,1,11,Olej CBD,PASTA KONOPNA 20% CBD 10G 2000mg,"PASTA KONOPNA 20% CBD 10G 2000mg

Pasta CBD to bardzo czysty i organiczny olej CBD. Ekstrakcja za pomocą CO2 gwarantuje najwyższą i nieskazitelną jakość produktu.

Oryginalny i certyfikowany preparat.",https://konopnysklep.com.pl/3679-large_default/pasta-konopna-20-cbd-10g-2000mg.jpg,Zawartość CBDA | Zawartość CBD | Producent,Tak | 20% | Konopnysklep
1211,https://konopnysklep.com.pl/akcesoria/powermatic-iii-3-nabijarka-elektryczna.html,1099,1,0,0,1,13,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",POWERMATIC III+ 3 nabijarka elektryczna,POWERMATIC II+ nabijarka elektryczna,https://konopnysklep.com.pl/3681-large_default/powermatic-iii-3-nabijarka-elektryczna.jpg,,
1221,https://konopnysklep.com.pl/kosmetyki/naturalny-dezodorant-100mg-cbd-10ml.html,59,1,0,0,1,2,Kosmetyki konopne,Naturalny dezodorant 100mg CBD 10ml,"Naturalny dezodorant 100mg CBD 10ml. Dezodorant wykonany w 100% z naturalnych i organicznych, składników. CBD podawane miejscowo wchłania się bezpośrednio przez skórę.",https://konopnysklep.com.pl/6519-large_default/naturalny-dezodorant-100mg-cbd-10ml.jpg,Producent,Endoca
1227,https://konopnysklep.com.pl/olej-cbd/pasta-konopna-do-zebow-300mg-cbd-30ml.html,59,1,0,0,1,65,Olej CBD,Pasta konopna do zębów 300mg CBD 30ml,Pasta konopna do zębów 300mg CBD 30ml,https://konopnysklep.com.pl/3789-large_default/pasta-konopna-do-zebow-300mg-cbd-30ml.jpg,Producent,Konopnysklep
1235,https://konopnysklep.com.pl/mlynki/mlynek-elektryczny-do-ziol.html,149,1,0,0,1,1025,"Akcesoria do waporyzatorów, Waporyzacji i Palenia/Młynki do konopii",Młynek elektryczny do ziół,Wysokiej jakości młynek elektryczny do różnego rodzaju ziół,https://konopnysklep.com.pl/3831-large_default/mlynek-elektryczny-do-ziol.jpg,Producent,Konopnysklep
1239,https://konopnysklep.com.pl/akcesoria/pax-23-wklad-na-koncentraty.html,199,1,0,0,1,16,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",PAX 2/3 wkład na koncentraty,PAX 2/3 wkład na koncentraty do waporyzatora pax,https://konopnysklep.com.pl/3855-large_default/pax-23-wklad-na-koncentraty.jpg,Producent,PAX
1244,https://konopnysklep.com.pl/kosmetyki/mentholka-plastry-chlodzace-przeciwbolowe.html,23,1,0,0,1,21,Kosmetyki konopne,MENTHOLKA PLASTRY CHŁODZĄCE przeciwbólowe,MENTHOLKA PLASTRY CHŁODZĄCE przeciwbólowe,https://konopnysklep.com.pl/3871-large_default/mentholka-plastry-chlodzace-przeciwbolowe.jpg,Producent,Cannaderm
1245,https://konopnysklep.com.pl/kosmetyki/thermolka-plastry-rozgrzewajace-przeciwbolowe.html,23,1,0,0,1,108,Kosmetyki konopne,THERMOLKA PLASTRY ROZGRZEWAJĄCE przeciwbólowe,THERMOLKA PLASTRY ROZGRZEWAJĄCE przeciwbólowe,https://konopnysklep.com.pl/3873-large_default/thermolka-plastry-rozgrzewajace-przeciwbolowe.jpg,Producent,Cannaderm
1252,https://konopnysklep.com.pl/kosmetyki/alpa-krem-balsam-masc-konopna-250-ml-rozgrzewajaca.html,29,1,0,0,1,70,Kosmetyki konopne,Alpa krem balsam maść konopna 250 ml rozgrzewająca,Alpa krem balsam maść konopna rozgrzewająca 250ml,https://konopnysklep.com.pl/3951-large_default/alpa-krem-balsam-masc-konopna-250-ml-rozgrzewajaca.jpg,Producent,ALPA
1255,https://konopnysklep.com.pl/akcesoria/tacka-metalowa-berlin-18-x-125-cm.html,22,1,0,0,1,95,"Akcesoria do waporyzatorów, Waporyzacji i Palenia","Tacka metalowa BERLIN - 18 x 12,5 cm","Tacka metalowa BERLIN - 18 x 12,5 cm",https://konopnysklep.com.pl/3958-large_default/tacka-metalowa-berlin-18-x-125-cm.jpg,,
1257,https://konopnysklep.com.pl/akcesoria/tacka-metalowa-weed-18-x-125-cm.html,22,1,0,0,1,85,"Akcesoria do waporyzatorów, Waporyzacji i Palenia","Tacka metalowa Weed - 18 x 12,5 cm","Tacka metalowa weed - 18 x 12,5 cm",https://konopnysklep.com.pl/3962-large_default/tacka-metalowa-weed-18-x-125-cm.jpg,,
1260,https://konopnysklep.com.pl/akcesoria/tacka-metalowa-reefer-madness-18-x-125-cm.html,22,1,0,0,1,1,"Akcesoria do waporyzatorów, Waporyzacji i Palenia","Tacka metalowa Reefer Madness - 18 x 12,5 cm","Tacka metalowa Reefer Madness - 18 x 12,5 cm",https://konopnysklep.com.pl/3968-large_default/tacka-metalowa-reefer-madness-18-x-125-cm.jpg,,
1262,https://konopnysklep.com.pl/akcesoria/tacka-metalowa-420-world-275-x-175-cm.html,35,1,0,0,1,13,"Akcesoria do waporyzatorów, Waporyzacji i Palenia","Tacka metalowa 420 World - 27,5 x 17,5 cm","Tacka metalowa 420 World - 27,5 x 17,5 cm",https://konopnysklep.com.pl/3972-large_default/tacka-metalowa-420-world-275-x-175-cm.jpg,,
1263,https://konopnysklep.com.pl/akcesoria/tacka-metalowa-trippy-3rd-eye-275-x-175-cm.html,35,1,0,0,1,9,"Akcesoria do waporyzatorów, Waporyzacji i Palenia","Tacka metalowa Trippy 3rd Eye - 27,5 x 17,5 cm","Tacka metalowa Trippy 3rd Eye - 27,5 x 17,5 cm",https://konopnysklep.com.pl/3974-large_default/tacka-metalowa-trippy-3rd-eye-275-x-175-cm.jpg,,
1265,https://konopnysklep.com.pl/akcesoria/tacka-metalowa-molecule-275-x-175-cm.html,35,1,0,0,1,5,"Akcesoria do waporyzatorów, Waporyzacji i Palenia","Tacka metalowa Molecule - 27,5 x 17,5 cm","Tacka metalowa Molecule - 27,5 x 17,5 cm",https://konopnysklep.com.pl/3978-large_default/tacka-metalowa-molecule-275-x-175-cm.jpg,,
1266,https://konopnysklep.com.pl/akcesoria/tacka-metalowa-tattoo-girl-275-x-175-cm.html,26,1,0,0,1,7,"Akcesoria do waporyzatorów, Waporyzacji i Palenia","Tacka metalowa Tattoo Girl - 27,5 x 17,5 cm","Tacka metalowa Tattoo Girl - 27,5 x 17,5 cm",https://konopnysklep.com.pl/6628-large_default/tacka-metalowa-tattoo-girl-275-x-175-cm.jpg,,
1267,https://konopnysklep.com.pl/akcesoria/tacka-metalowa-trippy-alien-275-x-175-cm.html,35,1,0,0,1,3,"Akcesoria do waporyzatorów, Waporyzacji i Palenia","Tacka metalowa Trippy Alien - 27,5 x 17,5 cm","Tacka metalowa Trippy Alien - 27,5 x 17,5 cm",https://konopnysklep.com.pl/3982-large_default/tacka-metalowa-trippy-alien-275-x-175-cm.jpg,,
1277,https://konopnysklep.com.pl/akcesoria/fenix-pro-bubbler-xl.html,49,1,0,0,1,77,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Fenix PRO– Bubbler XL,Fenix PRO – Bubbler XL,https://konopnysklep.com.pl/4076-large_default/fenix-pro-bubbler-xl.jpg,Producent,Konopnysklep
1278,https://konopnysklep.com.pl/akcesoria/fenix-pro-bubbler-klasyczny.html,49,1,0,0,1,96,"Akcesoria do waporyzatorów, Waporyzacji i Palenia",Fenix PRO– Bubbler klasyczny,Fenix PRO – Bubbler klasyczny,https://konopnysklep.com.pl/4082-large_default/fenix-pro-bubbler-klasyczny.jpg,Producent,Konopnysklep
